#Timestamp: 2015-10-20-22-9-1
#ExpNumber: 3
#MatrixName: hiddenM
#Dimension: 100*30
#Latent: 30
#RatingRange: 0.00-10.00
0.085,0.484,0.575,0.425,0.484,0.377,0.132,0.514,0.314,0.339,0.517,0.539,0.270,0.299,0.383,0.479,0.553,0.257,0.049,0.316,0.562,0.096,0.039,0.506,0.264,0.457,0.444,0.106,0.552,0.501
0.419,0.098,0.174,0.299,0.388,0.556,0.443,0.266,0.517,0.380,0.385,0.124,0.266,0.345,0.194,0.227,0.255,0.364,0.238,0.409,0.322,0.463,0.079,0.016,0.284,0.029,0.429,0.574,0.055,0.349
0.577,0.555,0.025,0.338,0.218,0.100,0.502,0.389,0.176,0.190,0.262,0.265,0.312,0.574,0.406,0.035,0.081,0.474,0.106,0.317,0.157,0.384,0.282,0.568,0.031,0.524,0.513,0.161,0.040,0.525
0.308,0.250,0.421,0.061,0.471,0.447,0.260,0.356,0.464,0.178,0.282,0.289,0.531,0.374,0.202,0.241,0.552,0.275,0.285,0.135,0.311,0.465,0.306,0.204,0.185,0.573,0.391,0.547,0.073,0.545
0.333,0.540,0.013,0.054,0.172,0.565,0.056,0.097,0.495,0.041,0.152,0.468,0.306,0.174,0.223,0.389,0.173,0.238,0.357,0.441,0.076,0.133,0.420,0.225,0.329,0.211,0.196,0.313,0.392,0.122
0.455,0.427,0.207,0.286,0.208,0.267,0.058,0.354,0.459,0.490,0.087,0.319,0.334,0.475,0.388,0.555,0.397,0.523,0.377,0.487,0.028,0.495,0.077,0.389,0.171,0.421,0.409,0.291,0.082,0.453
0.365,0.453,0.427,0.557,0.029,0.204,0.187,0.051,0.397,0.394,0.087,0.159,0.003,0.491,0.408,0.097,0.451,0.157,0.201,0.319,0.446,0.391,0.096,0.349,0.476,0.257,0.484,0.257,0.151,0.407
0.173,0.368,0.025,0.206,0.538,0.511,0.197,0.306,0.344,0.515,0.078,0.139,0.063,0.373,0.431,0.441,0.211,0.114,0.236,0.576,0.155,0.299,0.530,0.192,0.272,0.487,0.071,0.466,0.501,0.276
0.308,0.329,0.256,0.398,0.342,0.269,0.391,0.089,0.506,0.036,0.550,0.402,0.065,0.029,0.369,0.549,0.371,0.461,0.088,0.456,0.122,0.558,0.123,0.279,0.155,0.086,0.253,0.175,0.296,0.270
0.304,0.396,0.523,0.323,0.023,0.493,0.326,0.511,0.353,0.021,0.194,0.568,0.235,0.381,0.457,0.370,0.244,0.169,0.327,0.326,0.028,0.435,0.354,0.180,0.353,0.325,0.575,0.004,0.109,0.318
0.324,0.019,0.037,0.313,0.239,0.213,0.009,0.252,0.408,0.217,0.215,0.199,0.402,0.352,0.569,0.385,0.241,0.254,0.256,0.332,0.413,0.390,0.224,0.110,0.270,0.398,0.148,0.459,0.544,0.398
0.301,0.111,0.363,0.136,0.461,0.499,0.469,0.320,0.098,0.472,0.218,0.084,0.307,0.183,0.023,0.036,0.220,0.377,0.414,0.179,0.349,0.213,0.010,0.008,0.046,0.349,0.300,0.381,0.218,0.438
0.499,0.150,0.209,0.411,0.502,0.142,0.215,0.038,0.428,0.497,0.170,0.003,0.090,0.064,0.352,0.293,0.408,0.167,0.290,0.157,0.543,0.003,0.245,0.276,0.019,0.025,0.530,0.486,0.121,0.183
0.085,0.249,0.239,0.326,0.519,0.464,0.052,0.559,0.016,0.359,0.288,0.165,0.157,0.429,0.277,0.205,0.327,0.368,0.192,0.347,0.345,0.549,0.532,0.062,0.266,0.505,0.257,0.331,0.502,0.437
0.506,0.373,0.218,0.506,0.109,0.164,0.147,0.146,0.138,0.212,0.006,0.135,0.187,0.106,0.102,0.509,0.517,0.109,0.387,0.088,0.109,0.298,0.174,0.367,0.283,0.179,0.159,0.479,0.292,0.466
0.206,0.414,0.071,0.298,0.190,0.564,0.480,0.020,0.572,0.512,0.357,0.081,0.020,0.160,0.200,0.251,0.203,0.197,0.326,0.279,0.348,0.547,0.265,0.404,0.272,0.124,0.545,0.040,0.183,0.496
0.169,0.137,0.116,0.222,0.566,0.442,0.484,0.570,0.439,0.577,0.457,0.406,0.105,0.522,0.165,0.099,0.215,0.034,0.556,0.406,0.375,0.170,0.362,0.093,0.245,0.431,0.048,0.419,0.573,0.146
0.005,0.443,0.047,0.524,0.256,0.126,0.161,0.386,0.210,0.237,0.521,0.407,0.362,0.001,0.086,0.204,0.035,0.564,0.262,0.530,0.547,0.155,0.217,0.271,0.441,0.266,0.370,0.508,0.043,0.453
0.257,0.030,0.276,0.053,0.172,0.043,0.477,0.063,0.526,0.138,0.058,0.433,0.256,0.400,0.509,0.292,0.446,0.003,0.064,0.011,0.530,0.170,0.254,0.142,0.452,0.004,0.562,0.059,0.489,0.224
0.223,0.490,0.548,0.292,0.453,0.547,0.335,0.309,0.500,0.309,0.269,0.402,0.551,0.325,0.248,0.048,0.050,0.335,0.449,0.215,0.025,0.317,0.275,0.170,0.028,0.532,0.034,0.059,0.088,0.317
0.218,0.526,0.458,0.131,0.161,0.414,0.167,0.092,0.057,0.249,0.202,0.252,0.489,0.007,0.508,0.053,0.085,0.157,0.479,0.293,0.157,0.254,0.169,0.047,0.244,0.092,0.112,0.041,0.117,0.024
0.397,0.162,0.202,0.408,0.247,0.071,0.492,0.357,0.411,0.168,0.577,0.485,0.307,0.340,0.542,0.219,0.207,0.184,0.334,0.070,0.021,0.539,0.290,0.323,0.034,0.054,0.277,0.285,0.265,0.455
0.102,0.436,0.226,0.450,0.210,0.193,0.311,0.400,0.064,0.181,0.406,0.015,0.322,0.112,0.168,0.064,0.370,0.178,0.507,0.313,0.133,0.501,0.278,0.147,0.071,0.466,0.461,0.259,0.411,0.508
0.256,0.140,0.120,0.382,0.064,0.541,0.566,0.270,0.417,0.079,0.093,0.261,0.516,0.167,0.417,0.144,0.050,0.407,0.235,0.250,0.330,0.335,0.550,0.274,0.560,0.066,0.202,0.102,0.288,0.532
0.026,0.276,0.046,0.397,0.120,0.250,0.267,0.382,0.433,0.079,0.443,0.445,0.572,0.137,0.001,0.563,0.182,0.178,0.120,0.293,0.164,0.270,0.532,0.237,0.521,0.471,0.478,0.543,0.293,0.223
0.044,0.014,0.169,0.178,0.470,0.194,0.161,0.111,0.144,0.266,0.260,0.196,0.112,0.452,0.290,0.026,0.213,0.357,0.460,0.074,0.506,0.507,0.385,0.188,0.438,0.236,0.503,0.338,0.009,0.530
0.562,0.183,0.038,0.305,0.277,0.341,0.476,0.079,0.390,0.053,0.168,0.099,0.510,0.136,0.356,0.115,0.275,0.540,0.093,0.552,0.464,0.354,0.515,0.575,0.524,0.282,0.076,0.527,0.011,0.485
0.474,0.233,0.398,0.376,0.026,0.148,0.405,0.319,0.393,0.446,0.096,0.245,0.268,0.529,0.187,0.117,0.547,0.376,0.242,0.545,0.046,0.081,0.182,0.462,0.117,0.244,0.094,0.508,0.348,0.047
0.385,0.157,0.455,0.349,0.214,0.494,0.476,0.431,0.308,0.360,0.564,0.374,0.330,0.478,0.152,0.555,0.543,0.063,0.475,0.551,0.444,0.112,0.424,0.307,0.026,0.310,0.098,0.455,0.404,0.555
0.170,0.054,0.514,0.403,0.097,0.068,0.564,0.509,0.357,0.235,0.360,0.004,0.210,0.358,0.525,0.543,0.259,0.177,0.166,0.135,0.203,0.531,0.442,0.115,0.559,0.408,0.232,0.043,0.392,0.461
0.420,0.284,0.231,0.245,0.440,0.389,0.344,0.347,0.121,0.367,0.410,0.464,0.210,0.404,0.029,0.503,0.459,0.269,0.186,0.354,0.565,0.383,0.040,0.391,0.178,0.322,0.045,0.345,0.074,0.453
0.028,0.213,0.070,0.277,0.138,0.115,0.565,0.257,0.516,0.459,0.502,0.291,0.433,0.393,0.561,0.261,0.071,0.498,0.361,0.178,0.155,0.119,0.180,0.477,0.344,0.001,0.371,0.078,0.193,0.154
0.160,0.035,0.122,0.475,0.404,0.227,0.294,0.389,0.053,0.171,0.314,0.446,0.052,0.043,0.042,0.170,0.461,0.318,0.516,0.037,0.538,0.047,0.175,0.221,0.342,0.379,0.103,0.385,0.239,0.001
0.576,0.554,0.483,0.004,0.175,0.526,0.521,0.483,0.036,0.414,0.443,0.106,0.345,0.478,0.177,0.383,0.577,0.420,0.474,0.197,0.367,0.505,0.295,0.037,0.291,0.300,0.497,0.246,0.303,0.383
0.165,0.531,0.297,0.070,0.418,0.132,0.186,0.109,0.047,0.553,0.009,0.048,0.303,0.122,0.404,0.491,0.399,0.355,0.118,0.471,0.017,0.522,0.058,0.225,0.075,0.265,0.096,0.177,0.479,0.276
0.462,0.459,0.196,0.513,0.196,0.458,0.144,0.092,0.538,0.479,0.365,0.554,0.576,0.304,0.324,0.021,0.158,0.551,0.544,0.059,0.002,0.438,0.034,0.418,0.131,0.017,0.164,0.241,0.107,0.450
0.173,0.073,0.147,0.138,0.106,0.352,0.343,0.076,0.201,0.570,0.428,0.521,0.139,0.553,0.391,0.472,0.470,0.190,0.305,0.292,0.370,0.520,0.206,0.126,0.309,0.119,0.138,0.031,0.127,0.370
0.164,0.122,0.283,0.328,0.548,0.121,0.452,0.080,0.426,0.107,0.075,0.364,0.330,0.281,0.437,0.310,0.172,0.114,0.501,0.329,0.402,0.015,0.134,0.026,0.301,0.539,0.236,0.457,0.178,0.028
0.543,0.447,0.515,0.277,0.103,0.306,0.086,0.045,0.001,0.053,0.568,0.492,0.004,0.015,0.237,0.505,0.443,0.138,0.361,0.358,0.523,0.140,0.024,0.415,0.190,0.159,0.078,0.236,0.118,0.105
0.359,0.238,0.006,0.514,0.122,0.119,0.469,0.083,0.573,0.479,0.511,0.472,0.118,0.007,0.332,0.311,0.560,0.553,0.262,0.162,0.117,0.124,0.438,0.512,0.180,0.400,0.013,0.144,0.333,0.523
0.495,0.226,0.100,0.064,0.290,0.199,0.098,0.393,0.280,0.024,0.105,0.174,0.031,0.035,0.132,0.021,0.250,0.058,0.328,0.280,0.451,0.186,0.498,0.110,0.555,0.475,0.393,0.148,0.429,0.197
0.086,0.032,0.449,0.274,0.209,0.371,0.371,0.523,0.560,0.168,0.296,0.345,0.174,0.358,0.409,0.312,0.069,0.289,0.349,0.515,0.550,0.293,0.228,0.213,0.134,0.219,0.131,0.302,0.156,0.096
0.512,0.465,0.096,0.343,0.137,0.395,0.481,0.504,0.251,0.198,0.074,0.109,0.017,0.463,0.317,0.251,0.283,0.057,0.163,0.535,0.555,0.069,0.494,0.440,0.112,0.287,0.110,0.325,0.259,0.334
0.574,0.505,0.229,0.096,0.040,0.541,0.146,0.511,0.275,0.487,0.425,0.513,0.417,0.518,0.433,0.504,0.376,0.503,0.071,0.570,0.503,0.204,0.183,0.115,0.065,0.310,0.135,0.175,0.026,0.043
0.336,0.401,0.377,0.406,0.450,0.566,0.300,0.293,0.298,0.308,0.005,0.565,0.037,0.309,0.035,0.266,0.242,0.183,0.502,0.055,0.021,0.171,0.068,0.556,0.355,0.144,0.413,0.322,0.092,0.427
0.442,0.521,0.211,0.330,0.495,0.394,0.244,0.012,0.319,0.159,0.297,0.195,0.519,0.038,0.130,0.268,0.487,0.009,0.487,0.460,0.011,0.441,0.098,0.494,0.125,0.509,0.234,0.039,0.540,0.452
0.150,0.274,0.044,0.492,0.480,0.047,0.311,0.026,0.486,0.121,0.326,0.165,0.176,0.151,0.406,0.455,0.270,0.159,0.446,0.504,0.094,0.427,0.484,0.269,0.084,0.302,0.358,0.021,0.550,0.101
0.310,0.422,0.256,0.269,0.546,0.501,0.385,0.381,0.390,0.543,0.339,0.087,0.437,0.241,0.357,0.575,0.575,0.248,0.360,0.535,0.096,0.106,0.361,0.484,0.321,0.373,0.385,0.268,0.063,0.487
0.511,0.365,0.085,0.450,0.228,0.175,0.427,0.133,0.332,0.173,0.139,0.321,0.214,0.237,0.378,0.052,0.219,0.048,0.115,0.285,0.339,0.187,0.040,0.192,0.180,0.572,0.382,0.490,0.455,0.515
0.162,0.103,0.220,0.378,0.063,0.566,0.151,0.420,0.251,0.005,0.062,0.360,0.353,0.107,0.084,0.521,0.019,0.471,0.128,0.182,0.288,0.234,0.074,0.251,0.022,0.532,0.059,0.503,0.482,0.485
0.290,0.382,0.539,0.454,0.265,0.399,0.172,0.011,0.268,0.573,0.361,0.262,0.194,0.119,0.098,0.507,0.399,0.068,0.452,0.297,0.480,0.355,0.134,0.004,0.342,0.201,0.438,0.013,0.196,0.236
0.419,0.131,0.358,0.070,0.310,0.388,0.212,0.151,0.133,0.074,0.066,0.527,0.213,0.333,0.574,0.364,0.248,0.491,0.480,0.414,0.479,0.271,0.101,0.167,0.282,0.417,0.570,0.331,0.377,0.136
0.164,0.276,0.386,0.036,0.085,0.324,0.118,0.133,0.305,0.298,0.233,0.529,0.421,0.127,0.048,0.292,0.309,0.118,0.537,0.155,0.187,0.188,0.442,0.416,0.004,0.363,0.499,0.207,0.188,0.462
0.368,0.449,0.440,0.558,0.465,0.497,0.255,0.386,0.251,0.345,0.546,0.279,0.542,0.025,0.428,0.574,0.522,0.079,0.142,0.404,0.465,0.480,0.323,0.026,0.536,0.284,0.416,0.324,0.480,0.104
0.210,0.032,0.543,0.458,0.467,0.215,0.112,0.509,0.447,0.533,0.354,0.568,0.201,0.019,0.044,0.576,0.069,0.417,0.415,0.306,0.250,0.039,0.558,0.300,0.235,0.063,0.239,0.105,0.428,0.395
0.306,0.401,0.553,0.415,0.284,0.215,0.472,0.268,0.534,0.384,0.004,0.024,0.529,0.458,0.577,0.433,0.271,0.016,0.073,0.338,0.319,0.172,0.436,0.468,0.138,0.567,0.059,0.235,0.374,0.313
0.076,0.118,0.201,0.357,0.250,0.027,0.044,0.111,0.563,0.468,0.285,0.237,0.109,0.248,0.233,0.458,0.207,0.545,0.105,0.526,0.179,0.456,0.569,0.568,0.107,0.140,0.201,0.524,0.105,0.143
0.323,0.303,0.395,0.007,0.564,0.451,0.571,0.486,0.199,0.180,0.208,0.403,0.448,0.167,0.071,0.470,0.395,0.181,0.509,0.386,0.345,0.553,0.303,0.432,0.185,0.242,0.550,0.525,0.002,0.196
0.316,0.193,0.174,0.483,0.568,0.071,0.062,0.223,0.126,0.273,0.015,0.420,0.097,0.501,0.414,0.016,0.102,0.010,0.548,0.555,0.489,0.091,0.575,0.142,0.446,0.060,0.492,0.501,0.288,0.458
0.430,0.145,0.177,0.127,0.076,0.372,0.145,0.074,0.012,0.544,0.518,0.191,0.269,0.351,0.128,0.375,0.025,0.309,0.474,0.154,0.211,0.564,0.128,0.555,0.205,0.202,0.080,0.128,0.501,0.434
0.067,0.004,0.320,0.092,0.217,0.032,0.383,0.107,0.026,0.179,0.046,0.307,0.126,0.334,0.107,0.057,0.364,0.097,0.167,0.075,0.183,0.246,0.158,0.500,0.008,0.437,0.428,0.462,0.325,0.035
0.049,0.079,0.279,0.576,0.062,0.210,0.094,0.364,0.274,0.563,0.250,0.334,0.221,0.373,0.231,0.086,0.222,0.261,0.181,0.455,0.352,0.094,0.249,0.122,0.337,0.253,0.429,0.242,0.052,0.042
0.131,0.427,0.154,0.406,0.220,0.174,0.302,0.419,0.527,0.213,0.188,0.219,0.080,0.547,0.124,0.088,0.075,0.531,0.090,0.122,0.361,0.095,0.570,0.489,0.445,0.438,0.323,0.341,0.428,0.091
0.360,0.404,0.290,0.257,0.046,0.112,0.130,0.542,0.225,0.548,0.563,0.034,0.172,0.556,0.308,0.325,0.488,0.353,0.389,0.231,0.315,0.221,0.553,0.076,0.568,0.252,0.393,0.046,0.110,0.059
0.258,0.249,0.478,0.486,0.086,0.074,0.448,0.574,0.186,0.031,0.112,0.230,0.259,0.244,0.414,0.340,0.007,0.547,0.040,0.575,0.563,0.231,0.333,0.092,0.445,0.406,0.037,0.142,0.404,0.301
0.278,0.089,0.368,0.163,0.315,0.569,0.265,0.184,0.437,0.104,0.476,0.463,0.395,0.297,0.213,0.450,0.103,0.400,0.264,0.303,0.334,0.122,0.074,0.110,0.180,0.184,0.373,0.051,0.397,0.006
0.567,0.015,0.163,0.311,0.119,0.267,0.371,0.036,0.447,0.169,0.245,0.210,0.031,0.090,0.124,0.193,0.039,0.415,0.479,0.525,0.133,0.098,0.035,0.513,0.452,0.288,0.032,0.538,0.130,0.173
0.148,0.573,0.252,0.381,0.117,0.137,0.406,0.508,0.254,0.122,0.046,0.536,0.576,0.407,0.048,0.039,0.471,0.056,0.013,0.059,0.577,0.299,0.196,0.071,0.095,0.557,0.377,0.397,0.263,0.247
0.533,0.046,0.146,0.311,0.535,0.252,0.546,0.559,0.420,0.226,0.216,0.070,0.576,0.247,0.266,0.196,0.096,0.117,0.494,0.494,0.209,0.176,0.124,0.066,0.563,0.141,0.555,0.128,0.297,0.309
0.402,0.521,0.319,0.404,0.139,0.402,0.487,0.489,0.147,0.306,0.179,0.004,0.051,0.217,0.476,0.173,0.070,0.356,0.239,0.140,0.033,0.356,0.499,0.156,0.204,0.374,0.211,0.137,0.162,0.544
0.279,0.565,0.481,0.007,0.160,0.442,0.205,0.197,0.493,0.357,0.141,0.481,0.476,0.170,0.356,0.053,0.154,0.230,0.449,0.486,0.210,0.261,0.419,0.004,0.456,0.260,0.299,0.195,0.391,0.429
0.250,0.477,0.307,0.239,0.097,0.154,0.315,0.175,0.267,0.469,0.227,0.542,0.287,0.398,0.067,0.541,0.456,0.195,0.409,0.117,0.568,0.514,0.151,0.383,0.047,0.413,0.465,0.331,0.507,0.525
0.389,0.345,0.463,0.214,0.177,0.184,0.540,0.214,0.087,0.478,0.144,0.082,0.480,0.127,0.213,0.226,0.238,0.100,0.254,0.160,0.518,0.110,0.153,0.017,0.105,0.351,0.301,0.072,0.251,0.015
0.234,0.304,0.095,0.305,0.569,0.258,0.346,0.177,0.298,0.520,0.046,0.057,0.376,0.387,0.513,0.352,0.180,0.212,0.391,0.041,0.318,0.170,0.148,0.021,0.456,0.113,0.105,0.132,0.301,0.295
0.426,0.126,0.399,0.174,0.214,0.038,0.435,0.344,0.336,0.520,0.189,0.140,0.039,0.176,0.125,0.370,0.109,0.370,0.267,0.121,0.189,0.490,0.317,0.329,0.516,0.567,0.445,0.149,0.419,0.350
0.117,0.471,0.315,0.282,0.525,0.332,0.049,0.161,0.509,0.030,0.316,0.493,0.168,0.558,0.393,0.178,0.183,0.217,0.554,0.355,0.070,0.398,0.212,0.308,0.190,0.324,0.527,0.338,0.449,0.547
0.199,0.509,0.077,0.378,0.452,0.505,0.263,0.411,0.249,0.566,0.553,0.092,0.510,0.259,0.122,0.256,0.316,0.488,0.059,0.223,0.258,0.179,0.525,0.119,0.440,0.376,0.236,0.451,0.261,0.291
0.434,0.166,0.237,0.323,0.167,0.199,0.553,0.545,0.120,0.098,0.502,0.494,0.064,0.170,0.495,0.433,0.305,0.416,0.269,0.326,0.321,0.123,0.330,0.282,0.168,0.525,0.439,0.219,0.072,0.150
0.138,0.345,0.164,0.465,0.023,0.534,0.330,0.186,0.323,0.191,0.346,0.471,0.181,0.095,0.206,0.322,0.424,0.484,0.297,0.249,0.238,0.011,0.415,0.443,0.370,0.185,0.308,0.292,0.231,0.348
0.102,0.432,0.212,0.168,0.188,0.247,0.167,0.358,0.406,0.110,0.034,0.074,0.423,0.304,0.250,0.291,0.225,0.121,0.207,0.046,0.128,0.422,0.288,0.437,0.326,0.454,0.053,0.001,0.265,0.388
0.222,0.542,0.274,0.079,0.120,0.490,0.097,0.566,0.421,0.015,0.013,0.370,0.184,0.067,0.238,0.005,0.116,0.477,0.285,0.151,0.184,0.527,0.455,0.406,0.274,0.199,0.165,0.452,0.176,0.571
0.238,0.040,0.564,0.303,0.150,0.454,0.058,0.087,0.012,0.049,0.341,0.436,0.162,0.532,0.313,0.367,0.072,0.044,0.396,0.392,0.451,0.280,0.148,0.323,0.216,0.324,0.163,0.405,0.175,0.380
0.463,0.404,0.073,0.178,0.079,0.099,0.576,0.335,0.283,0.307,0.193,0.514,0.538,0.083,0.304,0.396,0.102,0.276,0.548,0.285,0.050,0.036,0.475,0.387,0.280,0.249,0.041,0.014,0.427,0.242
0.412,0.234,0.507,0.357,0.381,0.122,0.176,0.261,0.571,0.354,0.267,0.036,0.262,0.089,0.193,0.286,0.088,0.150,0.202,0.098,0.017,0.026,0.311,0.577,0.394,0.210,0.151,0.408,0.250,0.444
0.301,0.496,0.071,0.146,0.424,0.554,0.333,0.265,0.218,0.309,0.326,0.514,0.429,0.517,0.455,0.233,0.021,0.224,0.227,0.441,0.246,0.216,0.542,0.210,0.387,0.248,0.197,0.520,0.242,0.477
0.449,0.400,0.118,0.011,0.089,0.004,0.364,0.321,0.095,0.365,0.069,0.445,0.421,0.093,0.396,0.110,0.409,0.052,0.164,0.473,0.112,0.225,0.133,0.367,0.302,0.317,0.004,0.176,0.133,0.267
